Mese-Anno;Data;mm
gen-09;9;0,0
gen-09;10;0,2
gen-09;11;11,0
gen-09;12;16,0
gen-09;13;47,8
gen-09;14;0,2
gen-09;15;1,0
gen-09;16;0,0
gen-09;17;0,0
gen-09;18;0,0
gen-09;19;0,0
gen-09;20;36,8
gen-09;21;8,4
gen-09;22;23,8
gen-09;23;0,0
gen-09;24;0,0
gen-09;25;0,0
gen-09;26;0,0
gen-09;27;0,0
gen-09;28;0,0
gen-09;29;0,0
gen-09;30;0,0
gen-09;31;0,0
feb-09;1;50,4
feb-09;2;0,0
feb-09;3;0,2
feb-09;4;0,0
feb-09;5;0,0
feb-09;6;0,6
feb-09;7;0,0
feb-09;8;0,4
feb-09;9;0,0
feb-09;10;0,0
feb-09;11;0,0
feb-09;12;0,0
feb-09;13;1,2
feb-09;14;3,4
feb-09;15;0,0
feb-09;16;0,0
feb-09;17;0,0
feb-09;18;0,0
feb-09;19;0,0
feb-09;20;0,0
feb-09;21;0,0
feb-09;22;0,0
feb-09;23;0,0
feb-09;24;7,6
feb-09;25;2,4
feb-09;26;0,0
feb-09;27;0,0
feb-09;28;0,0
mar-09;1;0,0
mar-09;2;0,0
mar-09;3;0,0
mar-09;4;4,0
mar-09;5;2,4
mar-09;6;9,0
mar-09;7;0,8
mar-09;8;0,0
mar-09;9;0,0
mar-09;10;0,0
mar-09;11;0,0
mar-09;12;0,4
mar-09;13;0,0
mar-09;14;0,0
mar-09;15;0,0
mar-09;16;1,0
mar-09;17;0,0
mar-09;18;0,0
mar-09;19;1,2
mar-09;20;3,8
mar-09;21;2,4
mar-09;22;0,2
mar-09;23;0,0
mar-09;24;0,0
mar-09;25;0,0
mar-09;26;0,0
mar-09;27;0,0
mar-09;28;0,0
mar-09;29;0,0
mar-09;30;1,4
mar-09;31;0,2
apr-09;1;0,2
apr-09;2;0,0
apr-09;3;0,0
apr-09;4;2,4
apr-09;5;0,4
apr-09;6;0,0
apr-09;7;0,0
apr-09;8;0,0
apr-09;9;1,0
apr-09;10;0,2
apr-09;11;0,0
apr-09;12;7,2
apr-09;13;2,8
apr-09;14;0,0
apr-09;15;0,0
apr-09;16;0,0
apr-09;17;0,0
apr-09;18;0,4
apr-09;19;0,0
apr-09;20;2,6
apr-09;21;0,0
apr-09;22;7,8
apr-09;23;1,6
apr-09;24;2,0
apr-09;25;0,0
apr-09;26;0,0
apr-09;27;0,0
apr-09;28;0,0
apr-09;29;0,0
apr-09;30;0,0
mag-09;1;0,0
mag-09;2;0,0
mag-09;3;4,2
mag-09;4;0,0
mag-09;5;0,0
mag-09;6;0,0
mag-09;7;0,0
mag-09;8;0,0
mag-09;9;0,0
mag-09;10;0,0
mag-09;11;0,0
mag-09;12;0,0
mag-09;13;0,0
mag-09;14;0,0
mag-09;15;0,0
mag-09;16;6,2
mag-09;17;0,2
mag-09;18;0,0
mag-09;19;0,0
mag-09;20;0,0
mag-09;21;0,0
mag-09;22;0,0
mag-09;23;0,0
mag-09;24;0,0
mag-09;25;0,0
mag-09;26;0,0
mag-09;27;0,0
mag-09;28;0,0
mag-09;29;1,4
mag-09;30;0,0
mag-09;31;0,0
giu-09;1;0,0
giu-09;2;0,0
giu-09;3;0,0
giu-09;4;0,0
giu-09;5;0,0
giu-09;6;0,0
giu-09;7;0,0
giu-09;8;0,0
giu-09;9;0,0
giu-09;10;0,0
giu-09;11;0,0
giu-09;12;0,0
giu-09;13;0,0
giu-09;14;0,0
giu-09;15;0,0
giu-09;16;0,0
giu-09;17;0,0
giu-09;18;0,0
giu-09;19;0,0
giu-09;20;0,2
giu-09;21;0,0
giu-09;22;0,0
giu-09;23;0,0
giu-09;24;0,0
giu-09;25;0,0
giu-09;26;0,0
giu-09;27;0,0
giu-09;28;0,0
giu-09;29;0,0
giu-09;30;0,0
lug-09;1;0,0
lug-09;2;0,0
lug-09;3;0,0
lug-09;4;0,0
lug-09;5;0,0
lug-09;6;0,8
lug-09;7;0,0
lug-09;8;0,0
lug-09;9;0,0
lug-09;10;0,0
lug-09;11;
lug-09;12;
lug-09;13;0,0
lug-09;14;0,0
lug-09;15;0,0
lug-09;16;0,0
lug-09;17;0,0
lug-09;18;0,0
lug-09;19;0,0
lug-09;20;0,0
lug-09;21;0,0
lug-09;22;0,0
lug-09;23;0,0
lug-09;24;0,0
lug-09;25;0,0
lug-09;26;0,0
lug-09;27;0,0
lug-09;28;0,0
lug-09;29;0,0
lug-09;30;0,0
lug-09;31;0,0
ago-09;1;0,0
ago-09;2;0,0
ago-09;3;0,0
ago-09;4;0,0
ago-09;5;0,0
ago-09;6;0,0
ago-09;7;0,0
ago-09;8;0,0
ago-09;9;0,0
ago-09;10;0,0
ago-09;11;0,0
ago-09;12;0,0
ago-09;13;0,0
ago-09;14;0,2
ago-09;15;0,0
ago-09;16;0,0
ago-09;17;0,0
ago-09;18;0,0
ago-09;19;0,0
ago-09;20;0,0
ago-09;21;0,0
ago-09;22;0,0
ago-09;23;0,0
ago-09;24;0,0
ago-09;25;0,0
ago-09;26;0,0
ago-09;27;0,0
ago-09;28;0,0
ago-09;29;0,0
ago-09;30;0,0
ago-09;31;0,0
set-09;1;0,0
set-09;2;0,0
set-09;3;0,0
set-09;4;0,0
set-09;5;0,0
set-09;6;0,0
set-09;7;24,0
set-09;8;0,0
set-09;9;5,0
set-09;10;13,2
set-09;11;0,0
set-09;12;0,0
set-09;13;20,8
set-09;14;0,2
set-09;15;0,0
set-09;16;8,8
set-09;17;0,2
set-09;18;0,2
set-09;19;0,6
set-09;20;10,0
set-09;21;2,8
set-09;22;11,4
set-09;23;7,2
set-09;24;19,2
set-09;25;4,4
set-09;26;6,2
set-09;27;2,2
set-09;28;19,0
set-09;29;0,0
set-09;30;0,0
ott-09;1;5,0
ott-09;2;10,0
ott-09;3;0,0
ott-09;4;11,2
ott-09;5;0,0
ott-09;6;0,0
ott-09;7;0,0
ott-09;8;0,0
ott-09;9;0,0
ott-09;10;0,0
ott-09;11;2,0
ott-09;12;0,0
ott-09;13;0,0
ott-09;14;5,0
ott-09;15;33,2
ott-09;16;1,6
ott-09;17;0,4
ott-09;18;0,0
ott-09;19;0,0
ott-09;20;0,0
ott-09;21;0,0
ott-09;22;3,8
ott-09;23;0,4
ott-09;24;0,0
ott-09;25;4,4
ott-09;26;0,0
ott-09;27;0,0
ott-09;28;0,0
ott-09;29;0,0
ott-09;30;0,0
ott-09;31;0,0
nov-09;1;0,0
nov-09;2;0,0
nov-09;3;0,0
nov-09;4;0,0
nov-09;5;0,0
nov-09;6;0,0
nov-09;7;0,0
nov-09;8;0,0
nov-09;9;1,4
nov-09;10;0,6
nov-09;11;0,0
nov-09;12;0,0
nov-09;13;0,0
nov-09;14;0,0
nov-09;15;0,0
nov-09;16;0,0
nov-09;17;0,0
nov-09;18;0,0
nov-09;19;0,0
nov-09;20;0,0
nov-09;21;0,0
nov-09;22;0,0
nov-09;23;0,0
nov-09;24;0,0
nov-09;25;0,0
nov-09;26;0,0
nov-09;27;0,0
nov-09;28;0,0
nov-09;29;0,0
nov-09;30;0,0
dic-09;1;0,0
dic-09;2;0,0
dic-09;3;0,0
dic-09;4;0,2
dic-09;5;2,4
dic-09;6;0,0
dic-09;7;0,0
dic-09;8;0,0
dic-09;9;0,0
dic-09;10;0,0
dic-09;11;0,0
dic-09;12;0,0
dic-09;13;0,0
dic-09;14;5,6
dic-09;15;3,2
dic-09;16;0,0
dic-09;17;0,0
dic-09;18;1,2
dic-09;19;0,0
dic-09;20;
dic-09;21;0,0
dic-09;22;0,0
dic-09;23;0,0
dic-09;24;0,0
dic-09;25;0,0
dic-09;26;0,0
dic-09;27;1,0
dic-09;28;0,0
dic-09;29;0,0
dic-09;30;0,0
dic-09;31;0,0
gen-10;1;0,2
gen-10;2;0,0
gen-10;3;0,0
gen-10;4;0,0
gen-10;5;0,0
gen-10;6;0,0
gen-10;7;0,0
gen-10;8;1,6
gen-10;9;0,2
gen-10;10;0,0
gen-10;11;0,0
gen-10;12;2,8
gen-10;13;10,4
gen-10;14;0,2
gen-10;15;50,2
gen-10;16;6,6
gen-10;17;0,0
gen-10;18;10,2
gen-10;19;1,0
gen-10;20;1,0
gen-10;21;6,2
gen-10;22;0,2
gen-10;23;0,0
gen-10;24;0,0
gen-10;25;1,6
gen-10;26;13,8
gen-10;27;26,8
gen-10;28;0,0
gen-10;29;2,0
gen-10;30;0,4
gen-10;31;0,0
feb-10;1;7,0
feb-10;2;0,0
feb-10;3;0,0
feb-10;4;0,0
feb-10;5;0,0
feb-10;6;0,0
feb-10;7;0,0
feb-10;8;0,0
feb-10;9;2,0
feb-10;10;5,2
feb-10;11;0,2
feb-10;12;1,0
feb-10;13;4,0
feb-10;14;20,8
feb-10;15;0,0
feb-10;16;5,0
feb-10;17;0,0
feb-10;18;0,0
feb-10;19;0,0
feb-10;20;0,0
feb-10;21;0,0
feb-10;22;0,0
feb-10;23;0,0
feb-10;24;0,0
feb-10;25;0,0
feb-10;26;0,0
feb-10;27;0,0
feb-10;28;0,0
mar-10;1;0,0
mar-10;2;0,0
mar-10;3;0,0
mar-10;4;0,0
mar-10;5;0,0
mar-10;6;8,2
mar-10;7;64,8
mar-10;8;60,0
mar-10;9;12,8
mar-10;10;9,6
mar-10;11;0,0
mar-10;12;4,0
mar-10;13;
mar-10;14;
mar-10;15;0,0
mar-10;16;0,8
mar-10;17;0,0
mar-10;18;0,0
mar-10;19;0,0
mar-10;20;0,0
mar-10;21;0,0
mar-10;22;0,0
mar-10;23;0,0
mar-10;24;0,0
mar-10;25;0,0
mar-10;26;0,0
mar-10;27;0,0
mar-10;28;0,0
mar-10;29;0,0
mar-10;30;0,0
mar-10;31;0,0
apr-10;1;0,0
apr-10;2;0,0
apr-10;3;0,0
apr-10;4;0,0
apr-10;5;0,0
apr-10;6;0,0
apr-10;7;0,0
apr-10;8;0,0
apr-10;9;0,0
apr-10;10;0,0
apr-10;11;0,0
apr-10;12;0,8
apr-10;13;0,0
apr-10;14;0,2
apr-10;15;0,0
apr-10;16;0,0
apr-10;17;0,4
apr-10;18;2,4
apr-10;19;0,0
apr-10;20;0,0
apr-10;21;0,0
apr-10;22;0,0
apr-10;23;0,0
apr-10;24;0,0
apr-10;25;0,0
apr-10;26;0,0
apr-10;27;0,0
apr-10;28;0,0
apr-10;29;0,0
apr-10;30;0,0
mag-10;1;0,0
mag-10;2;0,0
mag-10;3;0,0
mag-10;4;0,0
mag-10;5;0,0
mag-10;6;0,0
mag-10;7;0,0
mag-10;8;0,0
mag-10;9;0,0
mag-10;10;0,0
mag-10;11;0,0
mag-10;12;0,0
mag-10;13;0,0
mag-10;14;2,4
mag-10;15;0,2
mag-10;16;0,0
mag-10;17;0,0
mag-10;18;0,0
mag-10;19;0,0
mag-10;20;0,0
mag-10;21;0,2
mag-10;22;0,0
mag-10;23;0,0
mag-10;24;0,0
mag-10;25;0,0
mag-10;26;0,0
mag-10;27;0,0
mag-10;28;0,0
mag-10;29;0,0
mag-10;30;0,0
mag-10;31;0,0
giu-10;1;0,0
giu-10;2;0,0
giu-10;3;0,0
giu-10;4;0,0
giu-10;5;0,0
giu-10;6;0,0
giu-10;7;0,0
giu-10;8;0,0
giu-10;9;0,0
giu-10;10;0,0
giu-10;11;0,0
giu-10;12;0,0
giu-10;13;0,0
giu-10;14;0,0
giu-10;15;0,0
giu-10;16;0,0
giu-10;17;0,0
giu-10;18;0,0
giu-10;19;0,0
giu-10;20;0,0
giu-10;21;
giu-10;22;
giu-10;23;
giu-10;24;
giu-10;25;
giu-10;26;
giu-10;27;
giu-10;28;
giu-10;29;0,0
giu-10;30;0,0
lug-10;1;0,0
lug-10;2;0,0
lug-10;3;0,0
lug-10;4;0,0
lug-10;5;0,0
lug-10;6;0,0
lug-10;7;0,0
lug-10;8;0,0
lug-10;9;0,0
lug-10;10;0,0
lug-10;11;0,0
lug-10;12;0,0
lug-10;13;0,0
lug-10;14;0,0
lug-10;15;0,0
lug-10;16;0,0
lug-10;17;0,0
lug-10;18;0,0
lug-10;19;0,0
lug-10;20;0,0
lug-10;21;0,0
lug-10;22;0,0
lug-10;23;0,0
lug-10;24;0,0
lug-10;25;0,0
lug-10;26;8,2
lug-10;27;0,0
lug-10;28;0,0
lug-10;29;0,0
lug-10;30;0,0
lug-10;31;0,0
ago-10;1;0,0
ago-10;2;0,0
ago-10;3;0,0
ago-10;4;0,0
ago-10;5;0,0
ago-10;6;0,0
ago-10;7;0,0
ago-10;8;0,0
ago-10;9;0,0
ago-10;10;0,0
ago-10;11;0,0
ago-10;12;0,0
ago-10;13;0,0
ago-10;14;0,0
ago-10;15;0,0
ago-10;16;0,0
ago-10;17;0,0
ago-10;18;0,0
ago-10;19;0,0
ago-10;20;0,0
ago-10;21;0,0
ago-10;22;0,0
ago-10;23;0,0
ago-10;24;0,0
ago-10;25;0,0
ago-10;26;0,0
ago-10;27;0,0
ago-10;28;0,0
ago-10;29;0,0
ago-10;30;0,0
ago-10;31;29,8
set-10;1;6,8
set-10;2;20,2
set-10;3;6,6
set-10;4;0,0
set-10;5;0,0
set-10;6;0,0
set-10;7;0,0
set-10;8;0,0
set-10;9;0,4
set-10;10;11,6
set-10;11;0,2
set-10;12;0,0
set-10;13;0,0
set-10;14;0,0
set-10;15;1,0
set-10;16;0,2
set-10;17;0,0
set-10;18;0,0
set-10;19;0,0
set-10;20;0,0
set-10;21;0,0
set-10;22;32,8
set-10;23;0,2
set-10;24;12,0
set-10;25;0,2
set-10;26;0,0
set-10;27;6,2
set-10;28;0,0
set-10;29;4,6
set-10;30;0,0
ott-10;1;0,0
ott-10;2;0,0
ott-10;3;0,0
ott-10;4;0,0
ott-10;5;0,0
ott-10;6;0,0
ott-10;7;0,0
ott-10;8;6,4
ott-10;9;4,2
ott-10;10;24,2
ott-10;11;38,6
ott-10;12;0,0
ott-10;13;1,6
ott-10;14;1,8
ott-10;15;0,6
ott-10;16;0,0
ott-10;17;5,8
ott-10;18;22,2
ott-10;19;0,0
ott-10;20;0,0
ott-10;21;0,0
ott-10;22;0,0
ott-10;23;0,0
ott-10;24;16,6
ott-10;25;16,0
ott-10;26;1,8
ott-10;27;0,0
ott-10;28;0,0
ott-10;29;0,0
ott-10;30;0,0
ott-10;31;0,0
nov-10;1;18,2
nov-10;2;0,2
nov-10;3;0,4
nov-10;4;5,8
nov-10;5;0,2
nov-10;6;0,0
nov-10;7;2,2
nov-10;8;2,2
nov-10;9;0,0
nov-10;10;0,0
nov-10;11;0,0
nov-10;12;0,0
nov-10;13;0,0
nov-10;14;0,0
nov-10;15;0,0
nov-10;16;0,0
nov-10;17;0,4
nov-10;18;0,0
nov-10;19;0,0
nov-10;20;0,0
nov-10;21;0,0
nov-10;22;0,0
nov-10;23;0,0
nov-10;24;0,0
nov-10;25;0,0
nov-10;26;0,0
nov-10;27;0,0
nov-10;28;0,0
nov-10;29;0,0
nov-10;30;0,0
dic-10;1;0,0
dic-10;2;0,0
dic-10;3;29,8
dic-10;4;2,2
dic-10;5;0,0
dic-10;6;0,0
dic-10;7;0,0
dic-10;8;0,0
dic-10;9;0,0
dic-10;10;0,0
dic-10;11;0,0
dic-10;12;0,0
dic-10;13;5,4
dic-10;14;20,0
dic-10;15;30,2
dic-10;16;14,8
dic-10;17;0,0
dic-10;18;0,0
dic-10;19;0,0
dic-10;20;0,0
dic-10;21;0,0
dic-10;22;0,0
dic-10;23;0,0
dic-10;24;0,0
dic-10;25;0,0
dic-10;26;0,0
dic-10;27;0,6
dic-10;28;0,0
dic-10;29;0,0
dic-10;30;1,0
dic-10;31;0,0
gen-11;1;3,0
gen-11;2;5,4
gen-11;3;0,0
gen-11;4;4,2
gen-11;5;0,2
gen-11;6;0,0
gen-11;7;0,0
gen-11;8;0,0
gen-11;9;0,0
gen-11;10;0,0
gen-11;11;0,0
gen-11;12;0,0
gen-11;13;0,0
gen-11;14;0,0
gen-11;15;0,0
gen-11;16;0,0
gen-11;17;0,0
gen-11;18;0,0
gen-11;19;0,0
gen-11;20;0,0
gen-11;21;1,8
gen-11;22;3,6
gen-11;23;0,0
gen-11;24;0,0
gen-11;25;0,0
gen-11;26;0,6
gen-11;27;75,2
gen-11;28;0,6
gen-11;29;0,0
gen-11;30;0,0
gen-11;31;12,2
feb-11;1;61,6
feb-11;2;11,4
feb-11;3;0,6
feb-11;4;6,2
feb-11;5;0,0
feb-11;6;0,0
feb-11;7;0,0
feb-11;8;0,0
feb-11;9;0,0
feb-11;10;0,0
feb-11;11;0,0
feb-11;12;0,0
feb-11;13;0,0
feb-11;14;0,0
feb-11;15;0,0
feb-11;16;0,0
feb-11;17;0,0
feb-11;18;11,8
feb-11;19;0,0
feb-11;20;0,0
feb-11;21;0,0
feb-11;22;0,0
feb-11;23;28,0
feb-11;24;0,0
feb-11;25;0,2
feb-11;26;22,2
feb-11;27;12,6
feb-11;28;8,2
mar-11;1;10,8
mar-11;2;0,2
mar-11;3;0,0
mar-11;4;3,0
mar-11;5;1,2
mar-11;6;0,0
mar-11;7;0,8
mar-11;8;0,0
mar-11;9;0,0
mar-11;10;0,0
mar-11;11;0,0
mar-11;12;0,0
mar-11;13;7,4
mar-11;14;0,0
mar-11;15;0,0
mar-11;16;2,8
mar-11;17;0,0
mar-11;18;0,0
mar-11;19;0,0
mar-11;20;2,6
mar-11;21;1,4
mar-11;22;1,2
mar-11;23;0,0
mar-11;24;0,0
mar-11;25;0,0
mar-11;26;0,0
mar-11;27;0,0
mar-11;28;0,2
mar-11;29;0,4
mar-11;30;0,0
mar-11;31;0,0
apr-11;1;0,0
apr-11;2;0,0
apr-11;3;0,0
apr-11;4;0,0
apr-11;5;0,0
apr-11;6;0,0
apr-11;7;0,0
apr-11;8;0,0
apr-11;9;0,0
apr-11;10;0,0
apr-11;11;0,0
apr-11;12;0,0
apr-11;13;0,0
apr-11;14;0,0
apr-11;15;4,8
apr-11;16;6,6
apr-11;17;1,0
apr-11;18;25,8
apr-11;19;0,0
apr-11;20;0,0
apr-11;21;0,0
apr-11;22;0,0
apr-11;23;0,0
apr-11;24;0,0
apr-11;25;1,6
apr-11;26;17,6
apr-11;27;50,4
apr-11;28;0,0
apr-11;29;0,0
apr-11;30;7,4
mag-11;1;0,0
mag-11;2;9,6
mag-11;3;0,0
mag-11;4;0,0
mag-11;5;0,0
mag-11;6;0,0
mag-11;7;0,0
mag-11;8;0,0
mag-11;9;6,2
mag-11;10;0,2
mag-11;11;0,0
mag-11;12;0,0
mag-11;13;0,0
mag-11;14;0,0
mag-11;15;0,0
mag-11;16;0,0
mag-11;17;0,0
mag-11;18;0,0
mag-11;19;0,0
mag-11;20;0,0
mag-11;21;0,6
mag-11;22;4,2
mag-11;23;83,6
mag-11;24;0,4
mag-11;25;0,0
mag-11;26;0,0
mag-11;27;0,0
mag-11;28;0,0
mag-11;29;0,0
mag-11;30;0,0
mag-11;31;0,0
giu-11;1;0,0
giu-11;2;0,0
giu-11;3;0,0
giu-11;4;0,0
giu-11;5;0,0
giu-11;6;0,0
giu-11;7;0,0
giu-11;8;0,0
giu-11;9;0,0
giu-11;10;0,0
giu-11;11;0,0
giu-11;12;0,0
giu-11;13;0,0
giu-11;14;0,0
giu-11;15;0,0
giu-11;16;0,0
giu-11;17;0,0
giu-11;18;0,0
giu-11;19;0,0
giu-11;20;0,0
giu-11;21;0,0
giu-11;22;0,0
giu-11;23;0,0
giu-11;24;0,0
giu-11;25;0,0
giu-11;26;0,0
giu-11;27;0,0
giu-11;28;0,0
giu-11;29;0,0
giu-11;30;0,0
lug-11;1;0,0
lug-11;2;0,0
lug-11;3;0,0
lug-11;4;0,0
lug-11;5;0,0
lug-11;6;0,0
lug-11;7;0,0
lug-11;8;0,0
lug-11;9;0,0
lug-11;10;0,0
lug-11;11;0,0
lug-11;12;0,0
lug-11;13;0,0
lug-11;14;0,0
lug-11;15;0,0
lug-11;16;0,0
lug-11;17;0,0
lug-11;18;0,0
lug-11;19;0,0
lug-11;20;0,0
lug-11;21;0,0
lug-11;22;0,0
lug-11;23;0,0
lug-11;24;0,0
lug-11;25;0,0
lug-11;26;0,0
lug-11;27;0,0
lug-11;28;0,0
lug-11;29;0,0
lug-11;30;0,0
lug-11;31;0,0
ago-11;1;0,0
ago-11;2;0,0
ago-11;3;0,0
ago-11;4;0,0
ago-11;5;0,0
ago-11;6;0,0
ago-11;7;0,0
ago-11;8;0,0
ago-11;9;0,0
ago-11;10;0,0
ago-11;11;0,0
ago-11;12;0,0
ago-11;13;0,0
ago-11;14;0,0
ago-11;15;0,2
ago-11;16;0,0
ago-11;17;0,0
ago-11;18;0,0
ago-11;19;0,0
ago-11;20;0,0
ago-11;21;0,0
ago-11;22;0,0
ago-11;23;0,0
ago-11;24;0,0
ago-11;25;0,0
ago-11;26;0,0
ago-11;27;0,0
ago-11;28;0,0
ago-11;29;0,0
ago-11;30;0,0
ago-11;31;0,0
set-11;1;0,0
set-11;2;0,0
set-11;3;0,0
set-11;4;0,0
set-11;5;0,0
set-11;6;0,0
set-11;7;0,0
set-11;8;0,0
set-11;9;0,0
set-11;10;0,0
set-11;11;0,0
set-11;12;0,0
set-11;13;0,0
set-11;14;0,0
set-11;15;0,0
set-11;16;0,0
set-11;17;0,0
set-11;18;0,0
set-11;19;15,4
set-11;20;0,4
set-11;21;0,0
set-11;22;0,0
set-11;23;0,0
set-11;24;0,0
set-11;25;0,0
set-11;26;33,4
set-11;27;20,0
set-11;28;37,2
set-11;29;0,0
set-11;30;0,0
ott-11;1;0,0
ott-11;2;0,0
ott-11;3;0,0
ott-11;4;0,0
ott-11;5;0,0
ott-11;6;0,0
ott-11;7;0,0
ott-11;8;0,4
ott-11;9;0,0
ott-11;10;0,0
ott-11;11;0,0
ott-11;12;0,0
ott-11;13;0,0
ott-11;14;0,4
ott-11;15;71,8
ott-11;16;4,0
ott-11;17;0,0
ott-11;18;0,0
ott-11;19;0,0
ott-11;20;0,0
ott-11;21;0,0
ott-11;22;4,2
ott-11;23;0,2
ott-11;24;0,0
ott-11;25;1,2
ott-11;26;59,4
ott-11;27;2,8
ott-11;28;0,0
ott-11;29;0,0
ott-11;30;2,2
ott-11;31;18,8
nov-11;1;12,2
nov-11;2;24,8
nov-11;3;17,0
nov-11;4;0,0
nov-11;5;0,0
nov-11;6;6,8
nov-11;7;0,0
nov-11;8;0,0
nov-11;9;39,0
nov-11;10;2,2
nov-11;11;7,6
nov-11;12;1,6
nov-11;13;56,4
nov-11;14;0,0
nov-11;15;0,0
nov-11;16;6,6
nov-11;17;0,0
nov-11;18;0,0
nov-11;19;0,4
nov-11;20;3,2
nov-11;21;0,2
nov-11;22;1,6
nov-11;23;0,0
nov-11;24;3,6
nov-11;25;0,6
nov-11;26;0,0
nov-11;27;0,0
nov-11;28;0,0
nov-11;29;0,0
nov-11;30;0,0
dic-11;1;0,0
dic-11;2;0,0
dic-11;3;0,0
dic-11;4;0,0
dic-11;5;0,0
dic-11;6;0,0
dic-11;7;0,0
dic-11;8;0,0
dic-11;9;0,0
dic-11;10;0,0
dic-11;11;0,0
dic-11;12;0,0
dic-11;13;0,0
dic-11;14;0,0
dic-11;15;0,0
dic-11;16;0,0
dic-11;17;0,0
dic-11;18;0,0
dic-11;19;0,0
dic-11;20;0,0
dic-11;21;27,4
dic-11;22;0,0
dic-11;23;0,0
dic-11;24;0,0
dic-11;25;0,0
dic-11;26;1,0
dic-11;27;17,0
dic-11;28;0,6
dic-11;29;0,0
dic-11;30;0,0
dic-11;31;0,0
gen-12;1;0,0
gen-12;2;0,0
gen-12;3;4,4
gen-12;4;1,2
gen-12;5;0,0
gen-12;6;4,6
gen-12;7;0,0
gen-12;8;0,0
gen-12;9;2,8
gen-12;10;0,0
gen-12;11;0,0
gen-12;12;0,0
gen-12;13;0,0
gen-12;14;5,2
gen-12;15;46,2
gen-12;16;4,2
gen-12;17;0,0
gen-12;18;0,0
gen-12;19;0,0
gen-12;20;0,0
gen-12;21;0,0
gen-12;22;0,0
gen-12;23;0,0
gen-12;24;0,0
gen-12;25;0,0
gen-12;26;0,0
gen-12;27;0,0
gen-12;28;0,0
gen-12;29;0,0
gen-12;30;84,4
gen-12;31;4,4
feb-12;1;3,8
feb-12;2;0,0
feb-12;3;0,0
feb-12;4;5,8
feb-12;5;5,4
feb-12;6;11,0
feb-12;7;0,0
feb-12;8;0,0
feb-12;9;0,0
feb-12;10;4,0
feb-12;11;14,6
feb-12;12;8,2
feb-12;13;0,0
feb-12;14;0,0
feb-12;15;0,0
feb-12;16;0,4
feb-12;17;0,0
feb-12;18;0,0
feb-12;19;0,0
feb-12;20;4,8
feb-12;21;
feb-12;22;
feb-12;23;
feb-12;24;
feb-12;25;
feb-12;26;
feb-12;27;
feb-12;28;
feb-12;29;
mar-12;1;
mar-12;2;8,8
mar-12;3;0,0
mar-12;4;0,0
mar-12;5;0,0
mar-12;6;0,0
mar-12;7;9,8
mar-12;8;0,2
mar-12;9;1,4
mar-12;10;43,2
mar-12;11;0,8
mar-12;12;0,0
mar-12;13;0,0
mar-12;14;0,0
mar-12;15;0,0
mar-12;16;0,0
mar-12;17;0,0
mar-12;18;0,0
mar-12;19;0,0
mar-12;20;0,0
mar-12;21;0,0
mar-12;22;0,0
mar-12;23;0,0
mar-12;24;0,0
mar-12;25;0,0
mar-12;26;0,0
mar-12;27;0,0
mar-12;28;0,0
mar-12;29;0,0
mar-12;30;0,0
mar-12;31;0,0
apr-12;1;0,0
apr-12;2;0,0
apr-12;3;0,0
apr-12;4;3,8
apr-12;5;1,4
apr-12;6;0,0
apr-12;7;0,0
apr-12;8;0,0
apr-12;9;0,0
apr-12;10;0,0
apr-12;11;0,0
apr-12;12;0,0
apr-12;13;12,2
apr-12;14;0,0
apr-12;15;0,0
apr-12;16;3,6
apr-12;17;0,0
apr-12;18;0,0
apr-12;19;0,0
apr-12;20;0,0
apr-12;21;0,0
apr-12;22;0,0
apr-12;23;0,0
apr-12;24;0,0
apr-12;25;0,0
apr-12;26;0,0
apr-12;27;0,0
apr-12;28;0,0
apr-12;29;0,0
apr-12;30;0,0
mag-12;1;0,0
mag-12;2;0,0
mag-12;3;0,0
mag-12;4;0,0
mag-12;5;0,0
mag-12;6;0,0
mag-12;7;0,0
mag-12;8;0,0
mag-12;9;0,0
mag-12;10;0,0
mag-12;11;0,0
mag-12;12;0,0
mag-12;13;0,0
mag-12;14;0,4
mag-12;15;0,0
mag-12;16;0,0
mag-12;17;0,0
mag-12;18;0,0
mag-12;19;0,0
mag-12;20;0,0
mag-12;21;0,0
mag-12;22;0,0
mag-12;23;0,2
mag-12;24;0,0
mag-12;25;0,0
mag-12;26;1,2
mag-12;27;0,8
mag-12;28;0,0
mag-12;29;0,0
mag-12;30;0,0
mag-12;31;0,0
giu-12;1;0,0
giu-12;2;0,0
giu-12;3;0,0
giu-12;4;0,0
giu-12;5;0,0
giu-12;6;0,0
giu-12;7;0,0
giu-12;8;0,0
giu-12;9;0,0
giu-12;10;0,0
giu-12;11;0,0
giu-12;12;0,0
giu-12;13;0,0
giu-12;14;0,0
giu-12;15;0,0
giu-12;16;0,0
giu-12;17;0,0
giu-12;18;0,0
giu-12;19;0,0
giu-12;20;0,0
giu-12;21;0,0
giu-12;22;0,0
giu-12;23;0,0
giu-12;24;0,0
giu-12;25;0,0
giu-12;26;0,0
giu-12;27;0,0
giu-12;28;0,0
giu-12;29;0,0
giu-12;30;0,0
lug-12;1;0,0
lug-12;2;0,0
lug-12;3;0,0
lug-12;4;0,0
lug-12;5;0,0
lug-12;6;0,0
lug-12;7;0,0
lug-12;8;0,0
lug-12;9;0,0
lug-12;10;0,0
lug-12;11;0,0
lug-12;12;0,0
lug-12;13;0,0
lug-12;14;0,0
lug-12;15;0,0
lug-12;16;0,0
